word,stem,predicted,correct
yaliomwagilia,mwag,agil,False
kilichomwagilia,mwag,agil,False
zilizomwagilia,mwag,agil,False
inamwagilia,mwag,agil,False
itamwagilia,mwag,agil,False
ilimwagilia,mwag,agil,False
imemwagilia,mwag,agil,False
ingemwagilia,mwag,agil,False
ingalimwagilia,mwag,agil,False
iliyemwagilia,mwag,agil,False
iliomwagilia,mwag,agil,False
iliyomwagilia,mwag,agil,False
ilipomwagilia,mwag,agil,False
ikimwagilia,mwag,agil,False
ilichomwagilia,mwag,agil,False
zinamwagilia,mwag,agil,False
zitamwagilia,mwag,agil,False
zilimwagilia,mwag,agil,False
zimemwagilia,mwag,agil,False
zingemwagilia,mwag,agil,False
zingalimwagilia,mwag,agil,False
ziliyemwagilia,mwag,agil,False
ziliomwagilia,mwag,agil,False
zilipomwagilia,mwag,agil,False
zikimwagilia,mwag,agil,False
yanamwagilia,mwag,agil,False
yatamwagilia,mwag,agil,False
yalimwagilia,mwag,agil,False
yamemwagilia,mwag,agil,False
yangemwagilia,mwag,agil,False
yangalimwagilia,mwag,agil,False
yaliyemwagilia,mwag,agil,False
yaliyomwagilia,mwag,agil,False
yalipomwagilia,mwag,agil,False
yakimwagilia,mwag,agil,False
lililomwagilia,mwag,agil,False
aliyomwagilia,mwag,agil,False
lilimwagilia,mwag,agil,False
ninayemwagilia,mwag,agil,False
nitayemwagilia,mwag,agil,False
tunayemwagilia,mwag,agil,False
tutayemwagilia,mwag,agil,False
unayemwagilia,mwag,agil,False
utayemwagilia,mwag,agil,False
mnayemwagilia,mwag,agil,False
mtayemwagilia,mwag,agil,False
anayemwagilia,mwag,agil,False
atayemwagilia,mwag,agil,False
wanayemwagilia,mwag,agil,False
watayemwagilia,mwag,agil,False
nasa,nas,nas,True
nilinasa,nas,nas,True
ninanasa,nas,nas,True
nimenasa,nas,nas,True
nitanasa,nas,nas,True
tulinasa,nas,nas,True
tunanasa,nas,nas,True
tumenasa,nas,nas,True
tutanasa,nas,nas,True
ulinasa,nas,nas,True
unanasa,nas,nas,True
umenasa,nas,nas,True
utanasa,nas,nas,True
mlinasa,nas,nas,True
mnanasa,nas,nas,True
mmenasa,nas,nas,True
mtanasa,nas,nas,True
alinasa,nas,nas,True
ananasa,nas,nas,True
amenasa,nas,nas,True
atanasa,nas,nas,True
walinasa,nas,nas,True
wananasa,nas,nas,True
wamenasa,nas,nas,True
watanasa,nas,nas,True
hunasa,nas,nas,True
kunasa,nas,nas,True
kumnasa,nas,nas,True
kuwanasa,nas,nas,True
ningenasa,nas,nas,True
ungenasa,nas,nas,True
angenasa,nas,nas,True
tungenasa,nas,nas,True
mngenasa,nas,nas,True
wangenasa,nas,nas,True
ningalinasa,nas,nas,True
ungalinasa,nas,nas,True
angalinasa,nas,nas,True
tungalinasa,nas,nas,True
mngalinasa,nas,nas,True
wangalinasa,nas,nas,True
niliyenasa,nas,nas,True
uliyenasa,nas,nas,True
aliyenasa,nas,nas,True
tuliyenasa,nas,nas,True
mliyenasa,nas,nas,True
waliyenasa,nas,nas,True
nilionasa,nas,nas,True
ulionasa,nas,nas,True
alionasa,nas,nas,True
tulionasa,nas,nas,True
mlionasa,nas,nas,True
walionasa,nas,nas,True
niliponasa,nas,nas,True
uliponasa,nas,nas,True
aliponasa,nas,nas,True
tuliponasa,nas,nas,True
mliponasa,nas,nas,True
waliponasa,nas,nas,True
nijaponasa,nas,nas,True
ujaponasa,nas,nas,True
ajaponasa,nas,nas,True
tujaponasa,nas,nas,True
mjaponasa,nas,nas,True
wajaponasa,nas,nas,True
nisiponasa,nas,nas,True
usiponasa,nas,nas,True
asiponasa,nas,nas,True
tusiponasa,nas,nas,True
msiponasa,nas,nas,True
wasiponasa,nas,nas,True
nikinasa,nas,nas,True
ukinasa,nas,nas,True
akinasa,nas,nas,True
tukinasa,nas,nas,True
mkinasa,nas,nas,True
niliyanasa,nas,nas,True
uliyanasa,nas,nas,True
aliyanasa,nas,nas,True
tuliyanasa,nas,nas,True
mliyanasa,nas,nas,True
waliyanasa,nas,nas,True
wakinasa,nas,nas,True
nilichonasa,nas,nas,True
ulichonasa,nas,nas,True
alichonasa,nas,nas,True
tulichonasa,nas,nas,True
mlichonasa,nas,nas,True
walichonasa,nas,nas,True
yalionasa,nas,nas,True
kilichonasa,nas,nas,True
zilizonasa,nas,nas,True
inanasa,nas,nas,True
itanasa,nas,nas,True
ilinasa,nas,nas,True
imenasa,nas,nas,True
ingenasa,nas,nas,True
ingalinasa,nas,nas,True
iliyenasa,nas,nas,True
ilionasa,nas,nas,True
iliyonasa,nas,nas,True
iliponasa,nas,nas,True
ikinasa,nas,nas,True
ilichonasa,nas,nas,True
zinanasa,nas,nas,True
zitanasa,nas,nas,True
zilinasa,nas,nas,True
zimenasa,nas,nas,True
zingenasa,nas,nas,True
zingalinasa,nas,nas,True
ziliyenasa,nas,nas,True
zilionasa,nas,nas,True
ziliponasa,nas,nas,True
zikinasa,nas,nas,True
yananasa,nas,nas,True
yatanasa,nas,nas,True
yalinasa,nas,nas,True
yamenasa,nas,nas,True
yangenasa,nas,nas,True
yangalinasa,nas,nas,True
yaliyenasa,nas,nas,True
yaliyonasa,nas,nas,True
yaliponasa,nas,nas,True
yakinasa,nas,nas,True
lililonasa,nas,nas,True
aliyonasa,nas,nas,True
lilinasa,nas,nas,True
ninayenasa,nas,nas,True
nitayenasa,nas,nas,True
tunayenasa,nas,nas,True
tutayenasa,nas,nas,True
unayenasa,nas,nas,True
utayenasa,nas,nas,True
mnayenasa,nas,nas,True
mtayenasa,nas,nas,True
anayenasa,nas,nas,True
atayenasa,nas,nas,True
wanayenasa,nas,nas,True
watayenasa,nas,nas,True
nata,nat,nat,True
nilinata,nat,nat,True
ninanata,nat,nat,True
nimenata,nat,nat,True
nitanata,nat,nat,True
tulinata,nat,nat,True
tunanata,nat,nat,True
tumenata,nat,nat,True
tutanata,nat,nat,True
ulinata,nat,nat,True
unanata,nat,nat,True
umenata,nat,nat,True
utanata,nat,nat,True
mlinata,nat,nat,True
mnanata,nat,nat,True
mmenata,nat,nat,True
mtanata,nat,nat,True
alinata,nat,nat,True
ananata,nat,nat,True
amenata,nat,nat,True
atanata,nat,nat,True
walinata,nat,nat,True
wananata,nat,nat,True
wamenata,nat,nat,True
watanata,nat,nat,True
hunata,nat,nat,True
kunata,nat,nat,True
kumnata,nat,nat,True
kuwanata,nat,nat,True
ningenata,nat,nat,True
ungenata,nat,nat,True
angenata,nat,nat,True
tungenata,nat,nat,True
mngenata,nat,nat,True
wangenata,nat,nat,True
ningalinata,nat,nat,True
ungalinata,nat,nat,True
angalinata,nat,nat,True
tungalinata,nat,nat,True
mngalinata,nat,nat,True
wangalinata,nat,nat,True
niliyenata,nat,nat,True
uliyenata,nat,nat,True
aliyenata,nat,nat,True
tuliyenata,nat,nat,True
mliyenata,nat,nat,True
waliyenata,nat,nat,True
nilionata,nat,nat,True
ulionata,nat,nat,True
alionata,nat,nat,True
tulionata,nat,nat,True
mlionata,nat,nat,True
walionata,nat,nat,True
niliponata,nat,nat,True
uliponata,nat,nat,True
aliponata,nat,nat,True
tuliponata,nat,nat,True
mliponata,nat,nat,True
waliponata,nat,nat,True
nijaponata,nat,nat,True
ujaponata,nat,nat,True
ajaponata,nat,nat,True
tujaponata,nat,nat,True
mjaponata,nat,nat,True
wajaponata,nat,nat,True
nisiponata,nat,nat,True
usiponata,nat,nat,True
asiponata,nat,nat,True
tusiponata,nat,nat,True
msiponata,nat,nat,True
wasiponata,nat,nat,True
nikinata,nat,nat,True
ukinata,nat,nat,True
akinata,nat,nat,True
tukinata,nat,nat,True
mkinata,nat,nat,True
niliyanata,nat,nat,True
uliyanata,nat,nat,True
aliyanata,nat,nat,True
tuliyanata,nat,nat,True
mliyanata,nat,nat,True
waliyanata,nat,nat,True
wakinata,nat,nat,True
nilichonata,nat,nat,True
ulichonata,nat,nat,True
alichonata,nat,nat,True
tulichonata,nat,nat,True
mlichonata,nat,nat,True
walichonata,nat,nat,True
yalionata,nat,nat,True
kilichonata,nat,nat,True
zilizonata,nat,nat,True
inanata,nat,nat,True
itanata,nat,nat,True
ilinata,nat,nat,True
imenata,nat,nat,True
ingenata,nat,nat,True
ingalinata,nat,nat,True
iliyenata,nat,nat,True
ilionata,nat,nat,True
iliyonata,nat,nat,True
iliponata,nat,nat,True
ikinata,nat,nat,True
ilichonata,nat,nat,True
zinanata,nat,nat,True
zitanata,nat,nat,True
zilinata,nat,nat,True
zimenata,nat,nat,True
zingenata,nat,nat,True
zingalinata,nat,nat,True
ziliyenata,nat,nat,True
zilionata,nat,nat,True
ziliponata,nat,nat,True
zikinata,nat,nat,True
yananata,nat,nat,True
yatanata,nat,nat,True
yalinata,nat,nat,True
yamenata,nat,nat,True
yangenata,nat,nat,True
yangalinata,nat,nat,True
yaliyenata,nat,nat,True
yaliyonata,nat,nat,True
yaliponata,nat,nat,True
yakinata,nat,nat,True
lililonata,nat,nat,True
aliyonata,nat,nat,True
lilinata,nat,nat,True
ninayenata,nat,nat,True
nitayenata,nat,nat,True
tunayenata,nat,nat,True
tutayenata,nat,nat,True
unayenata,nat,nat,True
utayenata,nat,nat,True
mnayenata,nat,nat,True
mtayenata,nat,nat,True
anayenata,nat,nat,True
atayenata,nat,nat,True
wanayenata,nat,nat,True
watayenata,nat,nat,True
nawa,naw,naw,True
nilinawa,naw,naw,True
ninanawa,naw,naw,True
nimenawa,naw,naw,True
nitanawa,naw,naw,True
tulinawa,naw,naw,True
tunanawa,naw,naw,True
tumenawa,naw,naw,True
tutanawa,naw,naw,True
ulinawa,naw,naw,True
unanawa,naw,naw,True
umenawa,naw,naw,True
utanawa,naw,naw,True
mlinawa,naw,naw,True
mnanawa,naw,naw,True
mmenawa,naw,naw,True
mtanawa,naw,naw,True
alinawa,naw,naw,True
ananawa,naw,naw,True
amenawa,naw,naw,True
atanawa,naw,naw,True
walinawa,naw,naw,True
wananawa,naw,naw,True
wamenawa,naw,naw,True
watanawa,naw,naw,True
hunawa,naw,naw,True
kunawa,naw,naw,True
kumnawa,naw,naw,True
kuwanawa,naw,naw,True
ningenawa,naw,naw,True
ungenawa,naw,naw,True
angenawa,naw,naw,True
tungenawa,naw,naw,True
mngenawa,naw,naw,True
wangenawa,naw,naw,True
ningalinawa,naw,naw,True
ungalinawa,naw,naw,True
angalinawa,naw,naw,True
tungalinawa,naw,naw,True
mngalinawa,naw,naw,True
wangalinawa,naw,naw,True
niliyenawa,naw,naw,True
uliyenawa,naw,naw,True
aliyenawa,naw,naw,True
tuliyenawa,naw,naw,True
mliyenawa,naw,naw,True
waliyenawa,naw,naw,True
nilionawa,naw,naw,True
ulionawa,naw,naw,True
alionawa,naw,naw,True
tulionawa,naw,naw,True
mlionawa,naw,naw,True
walionawa,naw,naw,True
niliponawa,naw,naw,True
uliponawa,naw,naw,True
aliponawa,naw,naw,True
tuliponawa,naw,naw,True
mliponawa,naw,naw,True
waliponawa,naw,naw,True
nijaponawa,naw,naw,True
ujaponawa,naw,naw,True
ajaponawa,naw,naw,True
tujaponawa,naw,naw,True
mjaponawa,naw,naw,True
wajaponawa,naw,naw,True
nisiponawa,naw,naw,True
usiponawa,naw,naw,True
asiponawa,naw,naw,True
tusiponawa,naw,naw,True
msiponawa,naw,naw,True
wasiponawa,naw,naw,True
nikinawa,naw,naw,True
ukinawa,naw,naw,True
akinawa,naw,naw,True
tukinawa,naw,naw,True
mkinawa,naw,naw,True
niliyanawa,naw,naw,True
uliyanawa,naw,naw,True
aliyanawa,naw,naw,True
tuliyanawa,naw,naw,True
mliyanawa,naw,naw,True
waliyanawa,naw,naw,True
wakinawa,naw,naw,True
nilichonawa,naw,naw,True
ulichonawa,naw,naw,True
alichonawa,naw,naw,True
tulichonawa,naw,naw,True
mlichonawa,naw,naw,True
walichonawa,naw,naw,True
yalionawa,naw,naw,True
kilichonawa,naw,naw,True
zilizonawa,naw,naw,True
inanawa,naw,naw,True
itanawa,naw,naw,True
ilinawa,naw,naw,True
imenawa,naw,naw,True
ingenawa,naw,naw,True
ingalinawa,naw,naw,True
iliyenawa,naw,naw,True
ilionawa,naw,naw,True
iliyonawa,naw,naw,True
iliponawa,naw,naw,True
ikinawa,naw,naw,True
ilichonawa,naw,naw,True
zinanawa,naw,naw,True
zitanawa,naw,naw,True
zilinawa,naw,naw,True
zimenawa,naw,naw,True
zingenawa,naw,naw,True
zingalinawa,naw,naw,True
ziliyenawa,naw,naw,True
zilionawa,naw,naw,True
ziliponawa,naw,naw,True
zikinawa,naw,naw,True
yananawa,naw,naw,True
yatanawa,naw,naw,True
yalinawa,naw,naw,True
yamenawa,naw,naw,True
yangenawa,naw,naw,True
yangalinawa,naw,naw,True
yaliyenawa,naw,naw,True
yaliyonawa,naw,naw,True
yaliponawa,naw,naw,True
yakinawa,naw,naw,True
lililonawa,naw,naw,True
aliyonawa,naw,naw,True
lilinawa,naw,naw,True
ninayenawa,naw,naw,True
nitayenawa,naw,naw,True
tunayenawa,naw,naw,True
tutayenawa,naw,naw,True
unayenawa,naw,naw,True
utayenawa,naw,naw,True
mnayenawa,naw,naw,True
mtayenawa,naw,naw,True
anayenawa,naw,naw,True
atayenawa,naw,naw,True
wanayenawa,naw,naw,True
watayenawa,naw,naw,True
neemeka,neem,neem,True
nilineemeka,neem,neem,True
ninaneemeka,neem,neem,True
nimeneemeka,neem,neem,True
nitaneemeka,neem,neem,True
tulineemeka,neem,neem,True
tunaneemeka,neem,neem,True
tumeneemeka,neem,neem,True
tutaneemeka,neem,neem,True
ulineemeka,neem,neem,True
unaneemeka,neem,neem,True
umeneemeka,neem,neem,True
utaneemeka,neem,neem,True
mlineemeka,neem,neem,True
mnaneemeka,neem,neem,True
mmeneemeka,neem,neem,True
mtaneemeka,neem,neem,True
alineemeka,neem,neem,True
ananeemeka,neem,neem,True
ameneemeka,neem,neem,True
ataneemeka,neem,neem,True
walineemeka,neem,neem,True
wananeemeka,neem,neem,True
wameneemeka,neem,neem,True
wataneemeka,neem,neem,True
huneemeka,neem,neem,True
kuneemeka,neem,neem,True
kumneemeka,neem,neem,True
kuwaneemeka,neem,neem,True
ningeneemeka,neem,neem,True
ungeneemeka,neem,neem,True
angeneemeka,neem,neem,True
tungeneemeka,neem,neem,True
mngeneemeka,neem,neem,True
wangeneemeka,neem,neem,True
ningalineemeka,neem,neem,True
ungalineemeka,neem,neem,True
angalineemeka,neem,neem,True
tungalineemeka,neem,neem,True
mngalineemeka,neem,neem,True
wangalineemeka,neem,neem,True
niliyeneemeka,neem,neem,True
uliyeneemeka,neem,neem,True
aliyeneemeka,neem,neem,True
tuliyeneemeka,neem,neem,True
mliyeneemeka,neem,neem,True
waliyeneemeka,neem,neem,True
nilioneemeka,neem,neem,True
ulioneemeka,neem,neem,True
alioneemeka,neem,neem,True
tulioneemeka,neem,neem,True
mlioneemeka,neem,neem,True
walioneemeka,neem,neem,True
niliponeemeka,neem,neem,True
uliponeemeka,neem,neem,True
aliponeemeka,neem,neem,True
tuliponeemeka,neem,neem,True
mliponeemeka,neem,neem,True
waliponeemeka,neem,neem,True
nijaponeemeka,neem,neem,True
ujaponeemeka,neem,neem,True
ajaponeemeka,neem,neem,True
tujaponeemeka,neem,neem,True
mjaponeemeka,neem,neem,True
wajaponeemeka,neem,neem,True
nisiponeemeka,neem,neem,True
usiponeemeka,neem,neem,True
asiponeemeka,neem,neem,True
tusiponeemeka,neem,neem,True
msiponeemeka,neem,neem,True
wasiponeemeka,neem,neem,True
nikineemeka,neem,neem,True
ukineemeka,neem,neem,True
akineemeka,neem,neem,True
tukineemeka,neem,neem,True
mkineemeka,neem,neem,True
niliyaneemeka,neem,neem,True
uliyaneemeka,neem,neem,True
aliyaneemeka,neem,neem,True
tuliyaneemeka,neem,neem,True
mliyaneemeka,neem,neem,True
waliyaneemeka,neem,neem,True
wakineemeka,neem,neem,True
nilichoneemeka,neem,neem,True
ulichoneemeka,neem,neem,True
alichoneemeka,neem,neem,True
tulichoneemeka,neem,neem,True
mlichoneemeka,neem,neem,True
walichoneemeka,neem,neem,True
yalioneemeka,neem,neem,True
kilichoneemeka,neem,neem,True
zilizoneemeka,neem,neem,True
inaneemeka,neem,neem,True
itaneemeka,neem,neem,True
ilineemeka,neem,neem,True
imeneemeka,neem,neem,True
ingeneemeka,neem,neem,True
ingalineemeka,neem,neem,True
iliyeneemeka,neem,neem,True
ilioneemeka,neem,neem,True
iliyoneemeka,neem,neem,True
iliponeemeka,neem,neem,True
ikineemeka,neem,neem,True
ilichoneemeka,neem,neem,True
zinaneemeka,neem,neem,True
zitaneemeka,neem,neem,True
zilineemeka,neem,neem,True
zimeneemeka,neem,neem,True
zingeneemeka,neem,neem,True
zingalineemeka,neem,neem,True
ziliyeneemeka,neem,neem,True
zilioneemeka,neem,neem,True
ziliponeemeka,neem,neem,True
zikineemeka,neem,neem,True
yananeemeka,neem,neem,True
yataneemeka,neem,neem,True
yalineemeka,neem,neem,True
yameneemeka,neem,neem,True
yangeneemeka,neem,neem,True
yangalineemeka,neem,neem,True
yaliyeneemeka,neem,neem,True
yaliyoneemeka,neem,neem,True
yaliponeemeka,neem,neem,True
yakineemeka,neem,neem,True
lililoneemeka,neem,neem,True
aliyoneemeka,neem,neem,True
lilineemeka,neem,neem,True
ninayeneemeka,neem,neem,True
nitayeneemeka,neem,neem,True
tunayeneemeka,neem,neem,True
tutayeneemeka,neem,neem,True
unayeneemeka,neem,neem,True
utayeneemeka,neem,neem,True
mnayeneemeka,neem,neem,True
mtayeneemeka,neem,neem,True
anayeneemeka,neem,neem,True
atayeneemeka,neem,neem,True
wanayeneemeka,neem,neem,True
watayeneemeka,neem,neem,True
neemesha,neem,neem,True
nilineemesha,neem,neem,True
ninaneemesha,neem,neem,True
nimeneemesha,neem,neem,True
nitaneemesha,neem,neem,True
tulineemesha,neem,neem,True
tunaneemesha,neem,neem,True
tumeneemesha,neem,neem,True
tutaneemesha,neem,neem,True
ulineemesha,neem,neem,True
unaneemesha,neem,neem,True
umeneemesha,neem,neem,True
utaneemesha,neem,neem,True
mlineemesha,neem,neem,True
mnaneemesha,neem,neem,True
mmeneemesha,neem,neem,True
mtaneemesha,neem,neem,True
alineemesha,neem,neem,True
ananeemesha,neem,neem,True
ameneemesha,neem,neem,True
ataneemesha,neem,neem,True
walineemesha,neem,neem,True
wananeemesha,neem,neem,True
wameneemesha,neem,neem,True
wataneemesha,neem,neem,True
huneemesha,neem,neem,True
kuneemesha,neem,neem,True
kumneemesha,neem,neem,True
kuwaneemesha,neem,neem,True
ningeneemesha,neem,neem,True
ungeneemesha,neem,neem,True
angeneemesha,neem,neem,True
tungeneemesha,neem,neem,True
mngeneemesha,neem,neem,True
wangeneemesha,neem,neem,True
ningalineemesha,neem,neem,True
ungalineemesha,neem,neem,True
angalineemesha,neem,neem,True
tungalineemesha,neem,neem,True
mngalineemesha,neem,neem,True
wangalineemesha,neem,neem,True
niliyeneemesha,neem,neem,True
uliyeneemesha,neem,neem,True
aliyeneemesha,neem,neem,True
tuliyeneemesha,neem,neem,True
mliyeneemesha,neem,neem,True
waliyeneemesha,neem,neem,True
nilioneemesha,neem,neem,True
ulioneemesha,neem,neem,True
alioneemesha,neem,neem,True
tulioneemesha,neem,neem,True
mlioneemesha,neem,neem,True
walioneemesha,neem,neem,True
niliponeemesha,neem,neem,True
uliponeemesha,neem,neem,True
aliponeemesha,neem,neem,True
tuliponeemesha,neem,neem,True
mliponeemesha,neem,neem,True
waliponeemesha,neem,neem,True
nijaponeemesha,neem,neem,True
ujaponeemesha,neem,neem,True
ajaponeemesha,neem,neem,True
tujaponeemesha,neem,neem,True
mjaponeemesha,neem,neem,True
wajaponeemesha,neem,neem,True
nisiponeemesha,neem,neem,True
usiponeemesha,neem,neem,True
asiponeemesha,neem,neem,True
tusiponeemesha,neem,neem,True
msiponeemesha,neem,neem,True
wasiponeemesha,neem,neem,True
nikineemesha,neem,neem,True
ukineemesha,neem,neem,True
akineemesha,neem,neem,True
tukineemesha,neem,neem,True
mkineemesha,neem,neem,True
niliyaneemesha,neem,neem,True
uliyaneemesha,neem,neem,True
aliyaneemesha,neem,neem,True
tuliyaneemesha,neem,neem,True
mliyaneemesha,neem,neem,True
waliyaneemesha,neem,neem,True
wakineemesha,neem,neem,True
nilichoneemesha,neem,neem,True
ulichoneemesha,neem,neem,True
alichoneemesha,neem,neem,True
tulichoneemesha,neem,neem,True
mlichoneemesha,neem,neem,True
walichoneemesha,neem,neem,True
yalioneemesha,neem,neem,True
kilichoneemesha,neem,neem,True
zilizoneemesha,neem,neem,True
inaneemesha,neem,neem,True
itaneemesha,neem,neem,True
ilineemesha,neem,neem,True
imeneemesha,neem,neem,True
ingeneemesha,neem,neem,True
ingalineemesha,neem,neem,True
iliyeneemesha,neem,neem,True
ilioneemesha,neem,neem,True
iliyoneemesha,neem,neem,True
iliponeemesha,neem,neem,True
ikineemesha,neem,neem,True
ilichoneemesha,neem,neem,True
zinaneemesha,neem,neem,True
zitaneemesha,neem,neem,True
zilineemesha,neem,neem,True
zimeneemesha,neem,neem,True
zingeneemesha,neem,neem,True
zingalineemesha,neem,neem,True
ziliyeneemesha,neem,neem,True
zilioneemesha,neem,neem,True
ziliponeemesha,neem,neem,True
zikineemesha,neem,neem,True
yananeemesha,neem,neem,True
yataneemesha,neem,neem,True
yalineemesha,neem,neem,True
yameneemesha,neem,neem,True
yangeneemesha,neem,neem,True
yangalineemesha,neem,neem,True
yaliyeneemesha,neem,neem,True
yaliyoneemesha,neem,neem,True
yaliponeemesha,neem,neem,True
yakineemesha,neem,neem,True
lililoneemesha,neem,neem,True
aliyoneemesha,neem,neem,True
lilineemesha,neem,neem,True
ninayeneemesha,neem,neem,True
nitayeneemesha,neem,neem,True
tunayeneemesha,neem,neem,True
tutayeneemesha,neem,neem,True
unayeneemesha,neem,neem,True
utayeneemesha,neem,neem,True
mnayeneemesha,neem,neem,True
mtayeneemesha,neem,neem,True
anayeneemesha,neem,neem,True
atayeneemesha,neem,neem,True
wanayeneemesha,neem,neem,True
watayeneemesha,neem,neem,True
nena,nen,nen,True
nilinena,nen,nen,True
ninanena,nen,nen,True
nimenena,nen,nen,True
nitanena,nen,nen,True
tulinena,nen,nen,True
tunanena,nen,nen,True
tumenena,nen,nen,True
tutanena,nen,nen,True
ulinena,nen,nen,True
unanena,nen,nen,True
umenena,nen,nen,True
utanena,nen,nen,True
mlinena,nen,nen,True
mnanena,nen,nen,True
mmenena,nen,nen,True
mtanena,nen,nen,True
alinena,nen,nen,True
ananena,nen,nen,True
amenena,nen,nen,True
atanena,nen,nen,True
walinena,nen,nen,True
wananena,nen,nen,True
wamenena,nen,nen,True
watanena,nen,nen,True
hunena,nen,nen,True
kunena,nen,nen,True
kumnena,nen,nen,True
kuwanena,nen,nen,True
ningenena,nen,nen,True
ungenena,nen,nen,True
angenena,nen,nen,True
tungenena,nen,nen,True
mngenena,nen,nen,True
wangenena,nen,nen,True
ningalinena,nen,nen,True
ungalinena,nen,nen,True
angalinena,nen,nen,True
tungalinena,nen,nen,True
mngalinena,nen,nen,True
wangalinena,nen,nen,True
niliyenena,nen,nen,True
uliyenena,nen,nen,True
aliyenena,nen,nen,True
tuliyenena,nen,nen,True
mliyenena,nen,nen,True
waliyenena,nen,nen,True
nilionena,nen,nen,True
ulionena,nen,nen,True
alionena,nen,nen,True
tulionena,nen,nen,True
mlionena,nen,nen,True
walionena,nen,nen,True
niliponena,nen,nen,True
uliponena,nen,nen,True
aliponena,nen,nen,True
tuliponena,nen,nen,True
mliponena,nen,nen,True
waliponena,nen,nen,True
nijaponena,nen,nen,True
ujaponena,nen,nen,True
ajaponena,nen,nen,True
tujaponena,nen,nen,True
mjaponena,nen,nen,True
wajaponena,nen,nen,True
nisiponena,nen,nen,True
usiponena,nen,nen,True
asiponena,nen,nen,True
tusiponena,nen,nen,True
msiponena,nen,nen,True
wasiponena,nen,nen,True
nikinena,nen,nen,True
ukinena,nen,nen,True
akinena,nen,nen,True
tukinena,nen,nen,True
mkinena,nen,nen,True
niliyanena,nen,nen,True
uliyanena,nen,nen,True
aliyanena,nen,nen,True
tuliyanena,nen,nen,True
mliyanena,nen,nen,True
waliyanena,nen,nen,True
wakinena,nen,nen,True
nilichonena,nen,nen,True
ulichonena,nen,nen,True
alichonena,nen,nen,True
tulichonena,nen,nen,True
mlichonena,nen,nen,True
walichonena,nen,nen,True
yalionena,nen,nen,True
kilichonena,nen,nen,True
zilizonena,nen,nen,True
inanena,nen,nen,True
itanena,nen,nen,True
ilinena,nen,nen,True
imenena,nen,nen,True
ingenena,nen,nen,True
ingalinena,nen,nen,True
iliyenena,nen,nen,True
ilionena,nen,nen,True
iliyonena,nen,nen,True
iliponena,nen,nen,True
ikinena,nen,nen,True
ilichonena,nen,nen,True
zinanena,nen,nen,True
zitanena,nen,nen,True
zilinena,nen,nen,True
zimenena,nen,nen,True
zingenena,nen,nen,True
zingalinena,nen,nen,True
ziliyenena,nen,nen,True
zilionena,nen,nen,True
ziliponena,nen,nen,True
zikinena,nen,nen,True
yananena,nen,nen,True
yatanena,nen,nen,True
yalinena,nen,nen,True
yamenena,nen,nen,True
yangenena,nen,nen,True
yangalinena,nen,nen,True
yaliyenena,nen,nen,True
yaliyonena,nen,nen,True
yaliponena,nen,nen,True
yakinena,nen,nen,True
lililonena,nen,nen,True
aliyonena,nen,nen,True
lilinena,nen,nen,True
ninayenena,nen,nen,True
nitayenena,nen,nen,True
tunayenena,nen,nen,True
tutayenena,nen,nen,True
unayenena,nen,nen,True
utayenena,nen,nen,True
mnayenena,nen,nen,True
mtayenena,nen,nen,True
anayenena,nen,nen,True
atayenena,nen,nen,True
wanayenena,nen,nen,True
watayenena,nen,nen,True
nenepa,nenep,nenep,True
nilinenepa,nenep,nenep,True
ninanenepa,nenep,nenep,True
nimenenepa,nenep,nenep,True
nitanenepa,nenep,nenep,True
tulinenepa,nenep,nenep,True
tunanenepa,nenep,nenep,True
tumenenepa,nenep,nenep,True
tutanenepa,nenep,nenep,True
ulinenepa,nenep,nenep,True
unanenepa,nenep,nenep,True
umenenepa,nenep,nenep,True
utanenepa,nenep,nenep,True
mlinenepa,nenep,nenep,True
mnanenepa,nenep,nenep,True
mmenenepa,nenep,nenep,True
mtanenepa,nenep,nenep,True
alinenepa,nenep,nenep,True
ananenepa,nenep,nenep,True
amenenepa,nenep,nenep,True
atanenepa,nenep,nenep,True
walinenepa,nenep,nenep,True
wananenepa,nenep,nenep,True
wamenenepa,nenep,nenep,True
watanenepa,nenep,nenep,True
hunenepa,nenep,nenep,True
kunenepa,nenep,nenep,True
kumnenepa,nenep,nenep,True
kuwanenepa,nenep,nenep,True
ningenenepa,nenep,nenep,True
ungenenepa,nenep,nenep,True
angenenepa,nenep,nenep,True
tungenenepa,nenep,nenep,True
mngenenepa,nenep,nenep,True
wangenenepa,nenep,nenep,True
ningalinenepa,nenep,nenep,True
ungalinenepa,nenep,nenep,True
angalinenepa,nenep,nenep,True
tungalinenepa,nenep,nenep,True
mngalinenepa,nenep,nenep,True
wangalinenepa,nenep,nenep,True
niliyenenepa,nenep,nenep,True
uliyenenepa,nenep,nenep,True
aliyenenepa,nenep,nenep,True
tuliyenenepa,nenep,nenep,True
mliyenenepa,nenep,nenep,True
waliyenenepa,nenep,nenep,True
nilionenepa,nenep,nenep,True
ulionenepa,nenep,nenep,True
alionenepa,nenep,nenep,True
tulionenepa,nenep,nenep,True
mlionenepa,nenep,nenep,True
walionenepa,nenep,nenep,True
niliponenepa,nenep,nenep,True
uliponenepa,nenep,nenep,True
aliponenepa,nenep,nenep,True
tuliponenepa,nenep,nenep,True
mliponenepa,nenep,nenep,True
waliponenepa,nenep,nenep,True
